text,source,query
"Sleep problems are a hallmark of posttraumatic stress disorder (PTSD). Although 
the critical role of sleep for memory consolidation is well known, there is no 
consensus on the effect of sleep interruption or increased sleep duration 
immediately after a traumatic experience on the development of PTSD. In 
addition, the effect of the loss of specific sleep stages postexposure on the 
development of PTSD is not fully elucidated. Using the single prolonged stress 
(SPS) procedure, we aimed to determine the effect of postexposure REM sleep 
deprivation (REMSD) or total sleep deprivation (TSD) on memory function, 
anxiety-related behaviours and related biochemical parameters. Fear and 
anxiety-like behaviour, hippocampal BDNF and acetylcholinesterase (AChE) levels 
in animals exposed to SPS alone or to the combination of SPS + REMSD or 
SPS + TSD were tested against a group of unexposed control animals. In our 
study, we found that SPS rats had impaired memory formation and performed poorly 
on anxiety-related behaviours. The effects of REMSD or TSD on anxiety-related 
behaviours after SPS were similar and did not result in a significant 
improvement. Furthermore, posttraumatic TSD further reduced the SPS-induced 
decrease in hippocampal BDNF expression, while it also increased hippocampal 
AChE levels to a similar extent. These findings underscore the importance of 
sleep as a focus for ongoing research into the pathogenesis of PTSD, and the 
fact that eliminating specific REM or total sleep immediately after trauma 
exposure has limited effects on the development of PTSD.",PubMed,fear memory consolidation trauma
"11. Neuropsychopharmacology. 2026 Apr;51(5):881-894. doi: 
10.1038/s41386-025-02263-4. Epub 2025 Nov 4.",PubMed,fear memory consolidation trauma
"Pre-trauma cognitive traits predict fear generalization and associated 
prefrontal functioning in a longitudinal rodent model.",PubMed,fear memory consolidation trauma
"Szente L(1)(2), Aliczki M(1), Balla GY(1)(2), Maróthy RD(1)(2), Varga ZK(1), 
Varga BÁ(1), Borhegyi Z(1), Biró L(1), Demeter K(3), Miskolczi C(1)(2), Balogh 
Z(1), Szebik H(1)(2), Szilvásy-Szabó A(4), Kurilla A(5), Tóth M(#)(6), Mikics 
É(#)(7).",PubMed,fear memory consolidation trauma
"Author information:
(1)Translational Behavioural Neuroscience Research Group, HUN-REN Institute of 
Experimental Medicine, Budapest, Hungary.
(2)Doctoral School, Semmelweis University, Budapest, Hungary.
(3)Behavioural Studies Unit, HUN-REN Institute of Experimental Medicine, 
Budapest, Hungary.
(4)Integrative Neuroendocrinology Research Group, HUN-REN Institute of 
Experimental Medicine, Budapest, Hungary.
(5)Institute of Enzymology, HUN-REN Research Centre for Natural Sciences, 
Budapest, Hungary.
(6)Translational Behavioural Neuroscience Research Group, HUN-REN Institute of 
Experimental Medicine, Budapest, Hungary. toth.mate@koki.hun-ren.hu.
(7)Translational Behavioural Neuroscience Research Group, HUN-REN Institute of 
Experimental Medicine, Budapest, Hungary. mikics.eva@koki.hun-ren.hu.
(#)Contributed equally",PubMed,fear memory consolidation trauma
"Posttraumatic stress disorder (PTSD) is a chronic psychiatric condition that 
develops in susceptible individuals exposed to traumatic stress. Identifying 
predisposing risk factors and mechanisms presents a significant challenge for 
prevention and therapy development. Here, we aimed to identify behavioral 
predictors of excessive fear generalization - a core symptom of PTSD - and its 
neural correlates in rats using a longitudinal design. Prior to trauma, rats 
underwent extensive behavioral test batteries to assess their emotional and 
cognitive traits. They were then exposed to a single traumatic experience via 
inescapable footshocks. Twenty-eight days later, fear generalization was 
measured in a neutral/safe context, differentiating vulnerable (high freezing) 
and resilient (low freezing) subpopulations. Reduced pre-trauma operant learning 
performance emerged as the strongest predictor of excessive fear generalization. 
Neuronal activity mapping revealed altered medial prefrontal cortex (mPFC) 
dynamics in vulnerable animals, characterized by activity changes and less 
coordinated activity-coupling between subregions. Gene expression analysis and 
cell-specific activity labeling pointed to VIP/CRH+ interneurons as potential 
mediators of excessive fear. As a molecular intervention, silencing prefrontal 
Crh expression after fear memory consolidation markedly enhanced mPFC activation 
and reduced fear expression, supporting a regulatory role of this interneuron 
population in fear processing. As a behavioral intervention, post-trauma operant 
training facilitated the reduction of generalized fear and led to changes in 
plasticity-related gene expression in the mPFC, indicating overlapping neural 
circuits governing operant learning and fear regulation. These findings together 
highlight operant learning and mPFC network functions as vulnerability markers 
and mediators of excessive fear generalization, with implications for prevention 
and targeted therapy in PTSD.",PubMed,fear memory consolidation trauma
"Social Buffering of Acute Early Life Stress Sex-Dependently Ameliorates Fear 
Incubation in Adulthood.",PubMed,fear memory consolidation trauma
"Author information:
(1)Department of Psychology and Center for Neuroscience and Behavior, Miami 
University, Oxford, Ohio, USA.",PubMed,fear memory consolidation trauma
"Social buffering may reduce the persistent impacts of acute early life stress 
(aELS) and, thus, has important implications for anxiety- and trauma-related 
disorders. First, we assessed whether aELS would induce maladaptive fear 
incubation in adult mice, a PTSD-like phenotype. Overall, animals showed 
incubation of fear memory in adulthood, independent of aELS condition. Next, we 
investigated whether social interaction with the dam and/or the littermates 
following the aELS session would eliminate adult fear incubation. Males 
demonstrated social buffering only if the dam was present, and females 
demonstrated social buffering only if the littermates were present. Finally, we 
assessed whether social buffering following aELS exposure reduces consolidation 
of the associative fear learning that occurs during the aELS session. Animals 
received aELS followed by isolation or social interaction (dam + littermates). 
Over the next four consecutive days, they received 30-min exposures to the 
context (test/extinction). There were no differences between isolation and 
social interaction on contextual fear memory expression or its extinction. Taken 
together, these results indicate that social buffering reduces the impact of 
nonassociative processes during aELS on subsequent adult fear memory in a 
sex-dependent manner and further supports social buffering as an important 
intervention following early trauma experiences.",PubMed,fear memory consolidation trauma
"13. Biol Psychiatry Cogn Neurosci Neuroimaging. 2025 Sep 1:S2451-9022(25)00257-5.
 doi: 10.1016/j.bpsc.2025.08.009. Online ahead of print.",PubMed,fear memory consolidation trauma
"Slow Oscillation-Sleep Spindle Coupling Is Associated With Expectancy Measures 
of Fear Extinction Retention in Trauma-Exposed Individuals.",PubMed,fear memory consolidation trauma
"Denis D(1), Bottary R(2), Cunningham TJ(3), Davidson P(4), Yuksel C(5), Milad 
MR(6), Pace-Schott EF(7).",PubMed,fear memory consolidation trauma
"Author information:
(1)Department of Psychology, University of York, York, United Kingdom. 
Electronic address: dan.denis@york.ac.uk.
(2)Institute for Graduate Clinical Psychology, Widener University, Chester, 
Pennsylvania.
(3)Center for Sleep and Cognition, Psychiatry Department, Beth Israel Deaconess 
Medical Center, Boston, Massachusetts; Division of Sleep Medicine, Harvard 
Medical School, Boston, Massachusetts.
(4)Department of Psychology, Kristianstad University, Kristianstad, Sweden.
(5)Schizophrenia and Bipolar Research Program, McLean Hospital, Belmont, 
Massachusetts; Department of Psychiatry, Harvard Medical School, Boston, 
Massachusetts.
(6)McGovern Medical School, University of Texas, Houston, Texas.
(7)Division of Sleep Medicine, Harvard Medical School, Boston, Massachusetts; 
Department of Psychiatry, Harvard Medical School, Boston, Massachusetts; 
Athinoula A. Martinos Center for Biomedical Imaging, Charlestown, Massachusetts; 
Department of Psychiatry, Mass General Brigham, Charlestown, Massachusetts.",PubMed,fear memory consolidation trauma
"BACKGROUND: Posttraumatic stress disorder (PTSD) can be characterized as a 
disorder of fear learning and memory in which there is a failure to retain 
memory for the extinction of conditioned fear. Sleep has been implicated in 
successful extinction retention. The coupling of sleep spindles to slow 
oscillations (SOs) during non-rapid eye movement sleep has been shown to broadly 
underpin sleep's beneficial effect on memory consolidation. However, the role of 
this oscillatory coupling in the retention of extinction memories is unknown.
METHODS: In a large sample of 124 trauma-exposed individuals, we investigated 
SO-spindle coupling in relation to fear extinction memory.
RESULTS: We found that participants with a PTSD diagnosis, relative to 
trauma-exposed control participants, showed significantly altered SO-spindle 
timing, such that participants with PTSD exhibited spindle coupling farther away 
from the peak of the SO. Across participants, the amount of coupling 
significantly predicted extinction retention, with coupled spindles uniquely 
predicting successful extinction retention compared with uncoupled spindles.
CONCLUSIONS: These results suggest that SO-spindle coupling is critical for 
successful retention of extinguished fear and that SO-spindle coupling dynamics 
are altered in PTSD. These alterations in the mechanics of sleep may have 
substantial clinical implications, meriting further investigation.",PubMed,fear memory consolidation trauma
